kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;maximale_constructiesnelheid;laadvermogen;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;bruto_bpm;aantal_zitplaatsen;aantal_cilinders;cilinderinhoud;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;vermogen_massarijklaar;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;vervaldatum_apk_dt;hoogte_voertuig;zuinigheidsclassificatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;aantal_staanplaatsen;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;aanhangwagen_middenas_geremd;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging;aanhangwagen_autonoom_geremd;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;oplegger_geremd;subcategorie_nederland;hoogte_voertuig_minimum;hoogte_voertuig_maximum;afwijkende_maximum_snelheid
N740KN;Personenauto;FIAT;FIAT 500;20211101;hatchback;BLAUW;Niet geregistreerd;935;1360;20181025;20211101;Geen verstrekking in Open Data;Ja;160;;3;4;0;0;361;163;M1;;1360;1;230;Nee;Nee;Nee;1360;Geen oordeel;05;Ja;2021-11-01T00:00:00.000;2018-10-25T00:00:00.000;2021-11-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221025;6386;4;4;1242;1035;;;18486;312;e3*2007/46*0064*39;AXA1A;00BG;0.05;0;0;2021;2022-10-25T00:00:00.000;151;;;;;;;;;;;;;;;;;
WH2047;Aanhangwagen;TE;473;20080207;caravan;N.v.t.;N.v.t.;667;890;19770104;19770104;Geen verstrekking in Open Data;N.v.t.;100;223;;2;551;;;200;O2;r. op trekdriehoek 070 cm a. hart koppeling;890;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2008-02-07T00:00:00.000;1977-01-04T00:00:00.000;1977-01-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27WVFH;Middenasaanhangwagen;EDUARD;K4;20190722;voor vervoer voertuigen;N.v.t.;N.v.t.;977;3500;20190722;20190722;Geen verstrekking in Open Data;N.v.t.;140;2523;;4;657;;660;226;O2;;3500;0;443;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2019-07-22T00:00:00.000;2019-07-22T00:00:00.000;2019-07-22T00:00:00.000;150;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;4;e4*2007/46*0296*08;5022-4-AKB30-350-;63/350;;;;;;;;;;;;;;;;;;;;;;;
10WTPT;Middenasaanhangwagen;SARIS;C2700;20191002;kipper;N.v.t.;N.v.t.;831;2700;20191002;20191002;Geen verstrekking in Open Data;N.v.t.;140;1869;0;4;464;0;0;182;O2;;2700;0;351;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2019-10-02T00:00:00.000;2019-10-02T00:00:00.000;2019-10-02T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;C2C;e4*2007/46*0274*06;ANK;270;;0;0;;;;;;;;;;;;;;;;;;;;
H458TS;Personenauto;PEUGEOT;508;20200529;stationwagen;ZWART;Niet geregistreerd;1405;2028;20200529;20200529;Geen verstrekking in Open Data;Ja;250;;4;4;0;0;479;186;M1;;2028;0;280;Nee;Nee;Nee;3628;Logisch;00;Ja;2020-05-29T00:00:00.000;2020-05-29T00:00:00.000;2020-05-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240529;5729;5;4;1598;1505;745;1600;49163;F;e2*2007/46*0628*04;4;5GGT-R1F100;0.11;0;0;2021;2024-05-29T00:00:00.000;142;B;;;;;;;;;;;;;;;;
N629PL;Personenauto;PEUGEOT;2008;20211229;MPV;BLAUW;Niet geregistreerd;1163;1710;20211130;20211130;Geen verstrekking in Open Data;Ja;185;;4;4;0;0;430;177;M1;;1710;0;261;Nee;Nee;Nee;2910;Logisch;00;Ja;2021-12-29T00:00:00.000;2021-11-30T00:00:00.000;2021-11-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20251130;3542;5;3;1199;1263;630;1200;27999;U;e2*2007/46*0639*13;S;HNKK-R1B500;0.06;0;0;2021;2025-11-30T00:00:00.000;155;B;20211129;2021-11-29T00:00:00.000;;;;;;;;61;;;;;;
LGT95N;Land- of bosb aanhw of getr uitr stuk;TASKERS;ONBEKEND;20211014;Niet geregistreerd;N.v.t.;N.v.t.;;;19800630;20211014;Geen verstrekking in Open Data;Nee;19;;;;;;;;R;;;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-10-14T00:00:00.000;1980-06-30T00:00:00.000;2021-10-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WRPH49;Aanhangwagen;LMC;490 P1;20141224;caravan;N.v.t.;N.v.t.;990;1200;20050624;20050624;Geen verstrekking in Open Data;N.v.t.;100;210;0;0;622;0;626;229;O2;tegen r. balk 124 cm v. achteras;1200;0;0;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2014-12-24T00:00:00.000;2005-06-24T00:00:00.000;2005-06-24T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LHH27V;Land- of bosb aanhw of getr uitr stuk;FELLA;TS 801;20211026;Niet geregistreerd;N.v.t.;N.v.t.;;;20110630;20211026;Geen verstrekking in Open Data;Nee;40;;;;;;;;R;;;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-10-26T00:00:00.000;2011-06-30T00:00:00.000;2021-10-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L834SN;Personenauto;FIAT;FIAT 500;20210726;hatchback;WIT;Niet geregistreerd;955;1360;20210726;20210726;Geen verstrekking in Open Data;Ja;167;;3;4;;;357;163;M1;;1360;0;230;Nee;Nee;Nee;;Logisch;00;Ja;2021-07-26T00:00:00.000;2021-07-26T00:00:00.000;2021-07-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20250726;2486;4;3;999;1055;;;17931;312;e3*2007/46*0064*59;AYD1B;E25CM;0.05;;;2021;2025-07-26T00:00:00.000;149;B;;;;;;;;;;;;;;;;
WHLF72;Aanhangwagen;HOME-CAR;443H;20160531;caravan;N.v.t.;N.v.t.;855;1300;20030403;20030403;Geen verstrekking in Open Data;N.v.t.;100;445;0;0;630;0;633;221;O2;r. op trekdriehoek a. hart koppeling;1300;0;0;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2016-05-31T00:00:00.000;2003-04-03T00:00:00.000;2003-04-03T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0GV081;Motorrijtuig met beperkte snelheid;KUBOTA;U55-4;20211201;Niet geregistreerd;N.v.t.;N.v.t.;;;20160630;20211201;Geen verstrekking in Open Data;Ja;;;;;;;;;Z;;;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;2016-06-30T00:00:00.000;2021-12-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;Graafmachine;;;
L369DV;Personenauto;VOLKSWAGEN;ID.4 PRO 150 KW;20210522;stationwagen;WIT;Niet geregistreerd;2024;2660;20210522;20210522;Geen verstrekking in Open Data;Ja;160;;5;4;0;0;458;185;M1;;2660;0;277;Nee;Nee;Nee;3660;Logisch;00;Ja;2021-05-22T00:00:00.000;2021-05-22T00:00:00.000;2021-05-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20250522;;5;;;2124;750;1000;48913;E2;e1*2018/858*00004*01;ACEBJAL1FX2;D0M1ASA;0.03;0;0;2022;2025-05-22T00:00:00.000;160;;;;;;;;;;;;;;;;;
N132HJ;Personenauto;MERCEDES-BENZ;V-KLASSE;20220312;MPV;GRIJS;Niet geregistreerd;1975;3050;20141001;20211012;Geen verstrekking in Open Data;Ja;195;;4;4;0;0;0;193;M1;r. schutbord;3050;0;320;Nee;Ja;Nee;5050;Geen oordeel;05;Ja;2022-03-12T00:00:00.000;2014-10-01T00:00:00.000;2021-10-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221105;5898;8;4;2143;2075;750;2000;72676;639/2;e1*2007/46*0457*09;KLA3L305N;2FKP1S28BE;0.06;0;;2022;2022-11-05T00:00:00.000;;;;;;;;;;;;;;;;;;
WSLP81;Aanhangwagen;SARIS;P;20060117;open wagen;N.v.t.;N.v.t.;405;2000;20060117;20060117;Geen verstrekking in Open Data;N.v.t.;100;1595;0;0;398;0;0;156;O2;tegen r. balk 115 cm v. hart asstel;2000;0;70;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2006-01-17T00:00:00.000;2006-01-17T00:00:00.000;2006-01-17T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J768PT;Personenauto;MG;MG ZS EV;20200930;hatchback;ROOD;Niet geregistreerd;1507;1966;20200930;20200930;Geen verstrekking in Open Data;Ja;140;;5;4;0;0;431;181;M1;;1966;0;258;Nee;Nee;Nee;0;Logisch;00;Ja;2020-09-30T00:00:00.000;2020-09-30T00:00:00.000;2020-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240930;;5;;;1607;;;32640;ZS1;e4*2007/46*1417*01;1EAB1EI;PA5LKE;0.04;0;0;2021;2024-09-30T00:00:00.000;164;;;;;;;;;;;;;;;;;
N301NN;Personenauto;MAZDA;MAZDA CX-30;20211126;stationwagen;GRIJS;Niet geregistreerd;1430;1965;20211126;20211126;Geen verstrekking in Open Data;Ja;204;;4;4;0;0;440;180;M1;;1965;0;266;Nee;Nee;Nee;3265;Logisch;00;Ja;2021-11-26T00:00:00.000;2021-11-26T00:00:00.000;2021-11-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20251126;5522;5;4;1998;1530;600;1300;41350;DM;e13*2007/46*2041*10;6WH;ACW0CB;0.09;0;0;2022;2025-11-26T00:00:00.000;154;B;20211122;2021-11-22T00:00:00.000;;;;;;;;80;;;;;;
H269FK;Personenauto;KIA;CEE D;20200124;hatchback;BRUIN;Niet geregistreerd;1168;1820;20141106;20200124;Geen verstrekking in Open Data;Ja;195;;5;4;0;0;431;178;M1;;1820;0;265;Nee;Nee;Nee;3220;Geen oordeel;05;Ja;2020-01-24T00:00:00.000;2014-11-06T00:00:00.000;2020-01-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230124;1212;5;4;1591;1268;600;1400;26580;JD;e4*2007/46*0496*06;B5P31;M62DZ1;0.08;0;0;2022;2023-01-24T00:00:00.000;;C;;;;;;;;;;;;;;;;
VNX52K;Bedrijfsauto;FORD;TRANSIT;20220202;gesloten opbouw;N.v.t.;N.v.t.;2266;3500;20220202;20220202;Geen verstrekking in Open Data;Ja;160;1234;3;4;0;612;598;206;N1;;3500;0;375;Nee;Nee;Nee;4250;Logisch;00;Ja;2022-02-02T00:00:00.000;2022-02-02T00:00:00.000;2022-02-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20250202;15230;3;4;1995;2366;750;;63237;FCD;e1*2007/46*1100*20;BLFB1ACX;G3FGCHAACAT6A;0.05;0;0;2022;2025-02-02T00:00:00.000;255;;20220131;2022-01-31T00:00:00.000;;;;1850;;;1850;112;;;;;;
57MLTB;Motorfiets;DUCATI;MONSTER 821;20200515;Niet geregistreerd;N.v.t.;N.v.t.;207;390;20200515;20200515;Geen verstrekking in Open Data;Ja;225;;0;2;0;0;214;81;L3;;390;0;149;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-05-15T00:00:00.000;2020-05-15T00:00:00.000;2020-05-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;1751;2;2;821;214;;;13984;MH;e49*168/2013*00034*02;00;AA;0.37;0;0;2020;;107;;;;;;;;e;e;;;;;;;;
VFJ46Z;Bedrijfsauto;PEUGEOT;PARTNER;20200303;gesloten opbouw;N.v.t.;N.v.t.;1295;2005;20200303;20200303;Geen verstrekking in Open Data;Ja;172;710;3;4;0;0;440;185;N1;;2005;0;279;Nee;Ja;Nee;3355;Logisch;00;Ja;2020-03-03T00:00:00.000;2020-03-03T00:00:00.000;2020-03-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230303;7326;3;4;1499;1395;690;;29965;E;e2*2007/46*0625*08;F;YHYC-H2F021;0.05;0;0;2021;2023-03-03T00:00:00.000;188;;;;;;;1350;;;;;;;;;;
J182HX;Personenauto;HYUNDAI;KONA;20200814;MPV;WIT;Niet geregistreerd;1660;2170;20200814;20200814;Geen verstrekking in Open Data;Ja;167;;5;4;0;0;418;180;M1;;2170;0;260;Nee;Nee;Nee;2470;Logisch;00;Ja;2020-08-14T00:00:00.000;2020-08-14T00:00:00.000;2020-08-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240814;;5;;;1760;300;300;43500;OSE;e4*2007/46*1522*00;F5E11;E11B11;0.02;0;0;2021;2024-08-14T00:00:00.000;157;;;;;;;;;;;;;;;;;
H153BL;Personenauto;HYUNDAI;I20;20200111;hatchback;WIT;Niet geregistreerd;1085;1650;20200111;20200111;Geen verstrekking in Open Data;Ja;190;;5;4;0;0;404;173;M1;;1650;0;257;Nee;Nee;Nee;2450;Logisch;00;Ja;2020-01-11T00:00:00.000;2020-01-11T00:00:00.000;2020-01-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240111;4431;5;3;998;1185;450;800;22732;GB;e11*2007/46*1600*11;B5P71;D71AZ1;0.06;0;0;2022;2024-01-11T00:00:00.000;147;C;;;;;;;;;;;;;;;;
N114ST;Personenauto;HYUNDAI;IONIQ5;20211230;MPV;GRIJS;Niet geregistreerd;1885;2430;20211230;20211230;Geen verstrekking in Open Data;Ja;185;;5;4;0;0;464;189;M1;;2430;1;300;Nee;Nee;Nee;4030;Logisch;00;Ja;2021-12-30T00:00:00.000;2021-12-30T00:00:00.000;2021-12-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20251230;;5;;;1985;750;1600;50600;NE;e9*2018/858*11054*01;F5E32;E11A11;0.03;0;0;2021;2025-12-30T00:00:00.000;161;;20211217;2021-12-17T00:00:00.000;;;;;;;;100;;;;;;
56WSVR;Middenasaanhangwagen;DETHLEFFS;3EG;20180828;caravan;N.v.t.;N.v.t.;1170;1500;20180828;20180828;Geen verstrekking in Open Data;N.v.t.;120;330;0;2;671;0;674;230;O2;;1500;0;410;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-08-28T00:00:00.000;2018-08-28T00:00:00.000;2018-08-28T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;EG/CE 001;e1*2007/46*0046*12;AC0000;N0018A00DTH3EG;;0;0;;;;;;;;;;;;;;;;;;;;
WRGZ44;Aanhangwagen;HOBBY;30;20100616;caravan;N.v.t.;N.v.t.;1010;1350;20050512;20050512;Geen verstrekking in Open Data;N.v.t.;100;340;0;0;619;0;624;230;O2;r. tegen trekdriehoek 120 cm a. hart koppeling;1350;0;0;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2010-06-16T00:00:00.000;2005-05-12T00:00:00.000;2005-05-12T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LJX67N;Land- of bosb aanhw of getr uitr stuk;NEW HOLLAND;570;20211125;Niet geregistreerd;N.v.t.;N.v.t.;;;19990630;20211125;Geen verstrekking in Open Data;Nee;40;;;;;;;;R;;;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;1999-06-30T00:00:00.000;2021-11-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19WNVZ;Middenasaanhangwagen;EDUARD;K3;20160402;kipper;N.v.t.;N.v.t.;346;1500;20160402;20160402;Geen verstrekking in Open Data;N.v.t.;100;1154;;;381;;;156;O2;op balk v. r.;1500;0;249;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2016-04-02T00:00:00.000;2016-04-02T00:00:00.000;2016-04-02T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;3;e4*2007/46*0364*03;2615-3-1EB30-150;63/150;;;;;;;;;;;;;;;;;;;;;;;
WV33LS;Aanhangwagen;HOBBY;10;20090424;caravan;N.v.t.;N.v.t.;940;1265;19990216;19990216;Geen verstrekking in Open Data;N.v.t.;100;325;;;571;;;220;O2;r. tegen voorste dwarsbalk;1350;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2009-04-24T00:00:00.000;1999-02-16T00:00:00.000;1999-02-16T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G106JK;Personenauto;VOLVO;V40;20210213;MPV;ZWART;Niet geregistreerd;1343;1965;20191011;20191011;Geen verstrekking in Open Data;Ja;210;;5;4;0;0;437;0;M1;;1965;0;265;Nee;Nee;Nee;3465;Logisch;00;Ja;2021-02-13T00:00:00.000;2019-10-11T00:00:00.000;2019-10-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231011;6789;5;4;1498;1443;700;1500;33050;M;e4*2001/116*0076*44;MV32;MV32V0??;0.08;0;0;2022;2023-10-11T00:00:00.000;;D;;;;;;;;;;;;;;;;
WSNN24;Aanhangwagen;ANSSEMS;BSX2;20060216;open wagen;N.v.t.;N.v.t.;365;2000;20060216;20060216;Geen verstrekking in Open Data;N.v.t.;100;1635;0;0;404;0;407;181;O2;r. op trekdriehoek 060 cm a. hart koppeling;2000;0;70;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2006-02-16T00:00:00.000;2006-02-16T00:00:00.000;2006-02-16T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J527HH;Personenauto;PEUGEOT;2008;20200814;MPV;ROOD;Niet geregistreerd;1180;1740;20200814;20200814;Geen verstrekking in Open Data;Ja;196;;4;4;0;0;430;177;M1;;1740;0;261;Nee;Nee;Nee;2940;Logisch;00;Ja;2020-08-14T00:00:00.000;2020-08-14T00:00:00.000;2020-08-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240814;4666;5;3;1199;1280;640;1200;32153;U;e2*2007/46*0639*09;S;HNSS-R1B300;0.08;0;0;2021;2024-08-14T00:00:00.000;155;C;;;;;;;;;;;;;;;;
